Bahnaric,Vietnamese,pos,theme
iong,đưa,đ.,food
kră,chủ,d.,animal
it,ôm sát,đt.,food
it,đánh,đ.,time
it dih bơl,đánh nhau,đ.,animal
it tơ,sát,t.,ill
iung,dựng lên,cpl.,animal
iung,ngập đầu,đ.,body
iung,đứng lên,đ.,ill
iêl,sạch,t.,time
iêl,sẽ,trt.,food
iôk,lấy nhau,đ.,animal
iôl,ươ trọ,dtr.,food
iông,đưa,đ.,body
iôp iôp,dang đạc bước đi,trt.,ill
kră ŭnh hnam,chủ,d.,food
kơdră,chủ,d.,body
iĕ,nho,đ.,time
iĕ,nhỏ,t.,animal
iĕ,rất,trt.,body
iĕl,quá,trt.,time
iĕm, các anh,d.,animal
iĕm,các bạn ,t.,time
iĕn,nhỏ,t.,time
iĕn,xíu,đ.,time
iĕn,đo,đ.,food
iĕn,đơn vị đo tiền tệ,dtđv.,place
năr,chủ,d.,ill
tơm,chủ,d.,food
iĕr,con gà,cpl.,place
anăr,chủ,d.,food
khoa,chủ,d.,body
t ơngla,chủ,d.,time
tơangla,chủ,d.,food
tơngla,chủ,d.,animal
iŏk,lấy,đ.,animal
iŏl,lay,đ.,time
iŏl,lung,t.,place
iŏl,treo lủng lẳng,trđt,place
iŭ,chua,t.,place
iŭ,nguy,t.,time
iŭ,sợ,đ.,animal
iŭl,lay,đ.,ill
wĕi,chủ,d.,time
iŭn,cuốn,đ.,animal
iŭn,cuộn,đ.,food
iŭn,cuộn nhỏ,trđt,animal
iơ,nhanh,t.,body
iơch,nhẹ,t.,food
iơ̆m,chúng mày,đt.,body
iơ̆m,các ông,thđ.,time
iơ̆u,kia,đt.,animal
iẽr,cối chày,Th.,ill
kră ŭnh,chủ,d.,body
chih,chữ,d.,animal
iẽr tơhao,gà đạp mái,lt.,ill
iữ,làm khiếp sợ,đt.,food
ja,cây đậu khấu,st.,body
chư,chữ,d.,ill
tơdrong,chữ,d.,body
ja,nấm mối,lt.,ill
ja,tranh,đ.,time
jah,hay,lt.,body
jah,hoặc,ltpt.,ill
jai,gieo,đ.,ill
jai,xạ,đ.,animal
nâr tơangla kơdih,chủ ngữ,d.,ill
dơngơ̆l,chủ nhà,d.,body
jak,gùi nhỏ,d.,body
jak,mời,đ.,animal
kră ŭnh hnam,chủ nhà,d.,place
jal,chài,đ.,ill
jal,chải,đ.,food
tơngơl,chủ nhà,d.,place
jal,cái chài,thđ.,place
chu nhơ̆t,chủ nhật,d.,animal
jal,thoăn thoắt,t.,place
pơsau,chú rể,d.,place
jam,tô lớn,dtđv.,place
ong,chú rể,d.,place
jang,bận,đ.,time
jang,làm việc,đ.,animal
pơsau ,chú rể,d.,place
jang,nhân,đ.,body
khoa tơ nơm,chủ tịch,d.,place
ơi piêu,chủ trương,d.,food
jang,đã,trt.,animal
jang,đứt,đ.,place
jang hrai pơ nah,nghề săn bắn,d.,time
jang ley,dây keo có trái,t.,food
jang pŭng long,nghề mộc,lt.,body
jang rong,nghề chăn nuôi,dtđv.,time
jap,liên lạc viên,d.,food
jap,đầy tớ,t.,body
jar,chài,đ.,food
jar,cái chài,dtr.,body
jat,chạp,đ.,food
jat,dốt,t.,food
jat,lâu,t.,time
jat,nhỏ,t.,ill
jat,rất,trt.,food
jat,rộng,t.,place
jat,đen,t.,time
jat jơt,chuyền,đ.,time
jay,thắng,đ.,animal
jcfling,bất lịch sự,đ.,food
jdnoaih,cào,đ.,time
jdnoaih,cái cào,lt.,animal
bă yang,chúa,d.,body
jeh,dân tộc jeh,st.,ill
jeh,khêu ra,cpl.,place
jeh,mới tinh,t.,ill
băyang,chúa,d.,animal
jeo,héo,t.,food
jep,lép,t.,food
kon bă yang,chúa,d.,body
jep,mút,đ.,place
jep,quặt,đ.,body
jet,hỏi,đ.,food
jet,trả,đ.,place
jeu,ghè nhỏ,cpl.,body
jey,thắng,đ.,ill
yang,chúa,d.,time
ji,nhân,đ.,time
ji,phong,đ.,place
ji,ốm,đ.,place
jich,dịch,đ.,time
kei dei,chúa,d.,time
jih,bờ (rẫy,lt.,time
jih,bờ rẫy,đt.,time
kră yang,chúa,d.,time
krŭ yang,chúa,d.,food
yŏng,chúa,d.,time
chuô,chùa,d.,place
jih jang,hàng rào ,lt.,food
chuơ,chùa,d.,animal
khop chuơ,chùa,d.,animal
chùa,chùa,d.,ill
hnam chuơ,chùa,d.,animal
jil,mang,đ.,body
hnih phơ̆t,chùa,d.,body
jin,mình ơi,trđt,ill
jing,biến thành,t.,body
pre,chuẩn,d.,body
jing,trở thành,đ.,food
jing,tốt,t.,animal
trŏ,chuẩn,d.,body
chuân,chuẩn,d.,food
chuân,chuẩn,d.,place
jit,mươi,st.,time
jiêt,gọt,đ.,place
jjn,cây đa,trt.,time
jjn,đa,dtr.,ill
jjo,tự,đt.,time
jjo inh,tự,đt.,ill
jjơlang,cả,đt.,place
chưk,chức,d.,ill
jo,què,đ.,ill
jo,tùy,đ.,animal
jo,ống đựng tên,thđ.,ill
joaih,khôn ngoan,t.,animal
chư̆k,chức,d.,animal
jofjö krong,chim ăn cá,dtr.,place
jofmaih,đơn độc,t.,place
cưk,chức,d.,place
joh,cắn,đ.,ill
joh,hát,đ.,food
pơm,chức,d.,food
chưk danh,chức danh,d.,animal
joi tơlơi,sợi,dtđv.,ill
jojep,què,đ.,body
jok,cong,t.,place
jok,lan,đ.,body
chưk năng,chức năng,d.,animal
jol,giơ vật lên cao,t.,food
jol,nhắc,đ.,time
jom,kính trọng,đ.,ill
jom,thờ,đ.,food
jon,khoèo chân,đ.,place
jong,chim nhồng,trt.,food
jong,cào,đ.,time
jong,dọn bàn,đ.,time
jong,hỏi,đ.,body
jơnăk,chức sắc,d.,ill
jong,nhồng,đ.,time
jong moch,cây chua,trt.,ill
jong moch,đọt,đ.,time
jop,gùi đan mắt cáo để gùi nước hay củi,cpl.,time
jor,chắn,đ.,ill
jor,trật,đ.,body
ting gring tang grang,chuệnh choạng,d.,body
jotjoh,gõ nhẹ bằng đầu ngón tay,t.,animal
kơtul yul,chùm,d.,animal
hơyul,chùm,d.,ill
jra,cây vậy,dtđv.,ill
jra,giã thóc,dtđv.,body
jơhẽ,chúm chím,d.,place
jrah,nhiều,t.,animal
rơhẽ,chúm chím,d.,animal
yôp trơi 'bơ̆l,chúm chím,d.,time
pơgang,chủng,d.,body
bơblĕnh,chừng,d.,animal
cha,chừng,d.,body
jram,cháy hết,Th.,animal
jram,gom cây,trđt,food
jrang,cây nhãn,thđ.,place
dang,chừng,d.,time
jrao,hoan hô,đ.,food
dang 'noh,chừng,d.,animal
jre,giã thóc con hót,đt.,place
jre,giã thóc hót,trt.,food
dôm,chừng,d.,food
jreh,ria mồi,trđt,body
jreng,hẩm,đ.,place
jrep,hút,đ.,animal
jri,cây đa,st.,ill
jring,cột cửa,thđ.,animal
jring,cột cửa ,dtr.,ill
jring,ầm,t.,ill
jring jrơng,giọng cao thấp,cpl.,animal
hmeu,chừng,d.,food
jro,tưới,đ.,body
jro,tưới nước,trđt,food
jro,xối,đ.,animal
kơpuơ̆t,chừng,d.,body
jroh,hình trái xoăn,thđ.,place
jrok,nuốt trong,lt.,time
jrong,đi ngang qua,cpl.,ill
jrot,nhám,đ.,ill
jrot,xập,thđ.,animal
jrot,đạp,đ.,place
jruh,hơn,t.,time
jruh,kém hơn,lt.,time
jruh,lụi,đ.,place
jruh,rụng,đ.,ill
jruh,tàn,đ.,animal
jrung,cái gùi,thđ.,ill
jrung,dây rừng,trt.,body
jrung wai brai bôr,đã đính hôn,trt.,place
jrâp,cái,dtđv.,time
jrâu,rắc,đ.,food
jräng,cây cột,trt.,ill
jrêng,cách,đ.,time
jrê̆,chê,đ.,animal
jrënh,sáp ong,đ.,animal
jrôt,chùi,đ.,food
yơ,chừng,d.,ill
wah,chừng,d.,ill
đe,chừng,d.,time
jrõk,thình,đ.,place
dang noh,chừng,d.,animal
jrüm,kim may,thđ.,ill
jrüng,cái gùi nhỏ,cpl.,body
jrüng,gùi nhỏ,st.,ill
jră,chống lại,đ.,time
jrăm,mò,đ.,place
jrăng,cột,đ.,ill
jrăng,cột nhà,dtđv.,place
jrăng 'nhaih,quả có nhựa dính,lt.,animal
jrăng hnam,côt nhà ,thđ.,food
jrŏt,lau,đ.,place
pơwang,chung quanh,d.,place
jrŭ,cái vực,dtđv.,animal
pit,chuối,d.,animal
jrŭ,trũng,t.,animal
jrŭ,vực,đ.,time
jrŭ tuôih,lõm,t.,animal
jrŭng,cái,dtđv.,time
jrŭng,cái gùi,lt.,ill
jrŭng,gùi,đ.,time
jrơi,bướng,đ.,body
jrơi,hỗn láo,t.,animal
jrơih,bắn sượt,dtr.,time
jrơm,gặp,đ.,time
jrơt,đạp,đ.,ill
jrơ̆p,cái,dtđv.,body
prit,chuối,d.,body
jrơ̆u,trộn,đ.,ill
reng,chuối,d.,time
jrễ,khing chê,Th.,ill
jrốl,chim trĩ,trt.,body
tơng,chuối,d.,time
jrổk,ròng,đ.,time
jrổp,giã gạo,thđ.,place
jtf,cây bần,Th.,time
jtfdrang,dây rừng,thđ.,food
jtfdrek,miếng thịt mỏng,lt.,body
jtfdrek,mỏng,t.,place
jtfdrô,chỉ môi hở,st.,food
jtfdrô,rượu ghè,st.,body
jtfhngier,giấc ngủ ngắn,trđt,ill
jtfjeo,một loại ghè,cpl.,body
jtfjueng,mất bình tĩnh,Th.,place
jtfjuëch,nhọn hoắt,t.,body
jtfkhong,đẹp,t.,food
jtfkhot,cao chót vật,đt.,animal
jtfkung,một loại ghè,t.,food
brit,chuối,d.,animal
chruơh,chuối,d.,body
jtfnjơng,cứng đơ,t.,place
ju,chuối rừng,trđt,time
ju,nhục,t.,body
prĭt,chuối,d.,time
ju je,rổ làm bằng ống tre hay nứa,trt.,food
sring,chuỗi,d.,time
juang,vây quanh,đ.,food
anam,chuỗi,d.,ill
jue,thật thà,t.,ill
juei,hưoai,Th.,animal
jueng,tránh đường,d.,time
jueng,đi tránh đường khác,dtr.,food
juenh,một loại cây rừng,dtđv.,place
juer,tránh,đ.,place
juer,trốn,đ.,body
juey,con nai,Th.,ill
ŏi,chuối cau,d.,place
juey,đạp,đ.,animal
jui,bo,đ.,food
jui,bo bo,đ.,place
jui bơngai,người nằm trong mùng,Th.,place
juk jek,biọ rầy ăn vỏ cây,st.,animal
juk jek,con biọ rầy ăn vỏ cây,Th.,animal
jul,xuống,đ.,place
jule,loại kỳ nhông,d.,time
jung jăng xang răk ra,sa xuống,trđt,place
sring srung,chuồn chuồn,d.,place
jur,xuống,đ.,ill
jut,cây le,st.,food
jut,cây le nhỏ,trđt,body
juô,buồn,đ.,animal
hrŏng,chuông,d.,animal
juô̆,giẫm,đ.,body
juô̆,xéo,đ.,animal
juă,vắng,t.,place
juă,đơn vị chiều dài bằng gang bàn chân,trđt,place
juă,đạp,đ.,place
juăn,tanh,t.,body
juăr,cầm que ,trt.,place
neng,chuông,d.,time
adrung,chuồng,d.,ill
juăt,quen,đ.,body
juăt chă mơ năh,nghề săn bắn,cpl.,ill
juăt hrui,nghề săn bắn,cpl.,place
juăt kơ têm,nghề rèn,lt.,place
juăt kơvei,nghề chăn nuôi,trđt,ill
juăt pŭng 'long,nghề mộc,Th.,animal
juăt rong xĕm 'me,nghề chăn nuôi,thđ.,food
juăt thơ bơ̆ 'long,nghề mộc,thđ.,ill
juăt têm mam,nghề rèn,Th.,body
dơdrang,chuồng,d.,place
juơy,con nai,Th.,food
gơdron,chuồng,d.,ill
juơ̆t,thạo,t.,time
kơdrang,chuồng,d.,body
tơdrang,chuồng,d.,body
var,chuồng,d.,place
jâu,bói,đ.,food
war,chuồng,d.,place
drong,chuồng,d.,food
jâu,lúa ,đt.,time
hdrong,chuồng,d.,time
hơdrom,chuồng,d.,food
hơdrong,chuồng,d.,body
jên,dẫn đi,t.,place
tơ,chương,d.,animal
jêp jêp,khập khà khập khễnh,trt.,animal
jêu,ngây thơ,t.,time
jê̆,gần,t.,animal
jô,chua,t.,body
jô,héo,t.,food
jôch,kể công,đ.,time
jôi,ngay lúc đó,dtr.,food
jôigơgỡl,lúc đầu,t.,time
tơm,chương,d.,animal
jôk,mau lớn,Th.,place
jôm,với,Gt.,body
jôm,đúng cở,Th.,food
jôr,dài,t.,ill
jôr,hút ra ,Th.,animal
tơm minh,chương,d.,time
jôt,loại hơi lớn,lt.,food
jô̆,rù,đ.,ill
jô̆,đếm,đ.,food
tơm mĭnh,chương,d.,ill
jö,phải không,trđt,time
jöl kợjôk,nhảy tung tăng,Th.,place
jöng,gùi lớn,d.,place
jöng,ngẩng đầu lên,st.,place
jü,đen,t.,ill
jü pơliă,gây bất hòa,cpl.,place
jük,ông cai,t.,time
jül,phục,đ.,ill
jüm,chung,t.,food
jüm,giúp mối,cpl.,body
jün,nhịn,đ.,ill
chương,chương,d.,place
jüt,ống hút ,Th.,time
hơmanh,chướng tai gai mắt,d.,place
rơmanh,chướng tai gai mắt,d.,animal
adrung,chuồng trại,d.,time
jăk,bỏ đi,đ.,animal
jăk,cụt,t.,food
jăk,làm đi,trt.,place
jăk,mang,đ.,food
jăl,giọng cao,t.,place
dơhiok,chương trình,d.,time
jăm,thịt heo rừng,cpl.,animal
jăn,thinh lặng,đ.,place
blông,chuột,d.,time
jăn,ốm,đ.,time
jăng,cứng,t.,place
jăng,khỏe,t.,body
jăng,siêng,đ.,animal
jăng,đức,đ.,place
jăng jêh,cứng,t.,ill
jăng tơ têm,nghề rèn,cpl.,food
kne,chuột,d.,place
jăp,túm,đ.,ill
jăp 'bơ̆l,túm,đ.,food
kơ ne,chuột,d.,ill
jăr,nhựa cây,lt.,place
jăr jô,cây hà thủ ô,lt.,food
jăr'long,nhựa cây,dtr.,animal
jĕ,cách mặt,đt.,body
jĕ,gần,t.,food
jĕk 'jrŏk,chim bìm bịp,trđt,animal
jĕl,láng,đ.,food
kơ'ne,chuột,d.,ill
kơne,chuột,d.,food
jĕn,lâu hết,Th.,food
jĕr,thẳng tắp,t.,place
kơhôch,chuột chù,d.,food
jĕu,nhắc,đ.,time
jĩ,đau,đ.,food
kơ ne bak hôch,chuột chũi,d.,animal
jĭ,chính,trđt.,time
jĭ,là,đ.,food
jĭ,phong,đ.,body
jĭ,đau,đ.,body
jĭ,ốm,đ.,food
jĭk 'jĭk,mưa rỉ rả,dtđv.,animal
sôk,chuột chũi,d.,place
kơchai,chuột nhắt,d.,animal
jĭl,mang,đ.,food
'măng,chuyến,d.,place
măng,chuyến,d.,body
hơ,chuyện,d.,animal
pơđam,chuyện,d.,food
jĭp,vá,đ.,ill
jĭt,chục,st.,ill
jĭt,mươi,st.,body
jĭt,mười,st.,ill
jĭt,vót,đ.,time
roi,chuyện,d.,place
jŏ,dành,đ.,ill
jŏ,không,trt.,ill
teng neng,chuyện,d.,place
jŭ,thằn,thđ.,place
tơ,chuyện,d.,animal
jŭk,dục,đ.,food
jŭm,một,st.,place
tơdrong,chuyện,d.,ill
'mon,chuyện,d.,ill
jơ,chỉ,trt.,animal
jơ,căng đầy,trt.,place
jơ,giắt tóc,lt.,food
hơamon,chuyện,d.,animal
jơ,vô dụng,đ.,place
jơ ban,một loại ghè,dtđv.,food
man,chuyện,d.,ill
pơ,chuyện,d.,animal
ră roi,chuyện,d.,body
tơnuh,chuyện,d.,place
jơ ney,thắng,đ.,place
jơ năi,thắng,đ.,place
roi tơ drong ,chuyện,d.,place
jơ'iũt,xô đẩy,đ.,place
jơ'mlổk,nằm,đ.,food
jơ'mlổk,đứng thẳng,đ.,time
jơ'ngang,ưỡn ngữa,trt.,food
jơ'ngong,cao nghều,t.,ill
jơ'nong,nằm sõng sượt,dtr.,ill
jơba,con vẹt mái,dtr.,food
jơba,một loại ghè,thđ.,body
jơba,vẹt mái,dtđv.,body
jơblan,đẹp trai,t.,body
jơbram,râu thưa và dài,lt.,animal
jơbrôi,có râu rậm và dài,dtr.,animal
jơbrông,một loại ghè,lt.,ill
jơbrơm,râu ria xồm xoàm,trt.,time
jơbrồng,một loại ghè,trt.,place
jơbrỡp,cây hoa,trđt,ill
jơbữ,đánh bằng nắm tay,st.,ill
jơdah,rực,t.,time
jơdram,gom lại,Th.,body
jơdrap,cái thuổng,trđt,animal
jơdrap,gậy trỉa lúa bắp,trt.,ill
kuôt,chuyên môn,d.,animal
jơdroi,chặn khúc sông cạn ,thđ.,time
chuyên nganh,chuyên ngành,d.,ill
jơdrông,con sâu,st.,place
jơdrông,sâu,t.,time
clorua,clorua,d.,food
jơdră,rọi,đ.,time
jơdrơng,chiếc nhẫn,trđt,ill
klang kok,cò,d.,animal
jơdrơ̆u,cái vợt,cpl.,time
kok,cò,d.,time
jơdu,êm dịu,t.,animal
theng,cò,d.,ill
jơdư,khùng,đ.,time
jơgong,gầy ốm,lt.,ill
jơgron,nhô lên,trđt,ill
jơgrôn,u lên,thđ.,body
jơgrõn,trói tay sau lưng,dtđv.,animal
jơgrữ,chỉ nằm ngữa,t.,animal
jơgôk,cá lớn,cpl.,food
jơgông,lớn và cao,đt.,ill
jơgăn,ngăn phòng,dtđv.,body
jơgơu,con gấu,cpl.,time
tơbă khan,cò,d.,body
jơgơ̆i,trống,t.,body
jơgơ̆l,cái trống,lt.,food
jơgơ̆l,trống,t.,body
jơgống,cứng đơ,t.,ill
jơh,nếu,lt.,animal
jơh,đã,trt.,ill
jơhah,chỉ há to miệng,dtđv.,time
chot,cò,d.,animal
jơhmăn,tha hồ,đ.,ill
duch,cô,d.,animal
jơhngơi,cười hả hê,st.,time
jơhngơi,hả,trđt.,ill
duck,cô,d.,food
minh,cô,d.,food
jơhnot,dác gỗ,dtđv.,place
jơhnũl,que rảy,trt.,body
jơhnũl,rảy,đ.,animal
jơhnũl,rảy nước,trđt,food
jơhoa,tiếng thác đổ,cpl.,food
jơhoh,chỉ há to miệng,trt.,place
jơhoi,ống nứa ,trt.,place
jơhoih,khuôn mặt trái xoan,trt.,time
jơhom,khuôn mặt trái xoan,đt.,food
jơhuat,trang hoang ghè bằng vải màu,trđt,ill
jơhôh,chỉ há to miệng,dtr.,time
jơhôih,khuôn mặt trái xoan,lt.,animal
jơhơih,dốc thẳng đứng,t.,animal
adrô̆,cô,d.,body
drŏ,cô,d.,ill
jơhẽng,bực mình,đ.,place
jơhẽng,chán nản,t.,time
jơi,thằn lằn,đ.,body
jơjet,hỏi thăm,đ.,body
jơjrỡk,chảy ròng ròng,t.,body
jơjuk,bọ rẫy,trđt,place
jơjuk,một loại bọ rẫy lớn,d.,time
jơjuẽng jơjuăp,khei mù mịt,st.,body
jơjuẽr,nhọn hoắt,t.,body
jơjôi,dài thòng,đ.,time
jơjõ,là phải,đt.,body
jơjõk,cằn nhằn,đ.,food
jơjă,xộn,đ.,place
jơjăm,cười,đ.,food
jơjũ,lộn,đ.,place
jơjũm,nén,đ.,animal
jơjơ,mò mẫm,đ.,time
jơjẽng,tanh,t.,ill
jơjẽng,vắng tanh,t.,ill
jơjỡng,rước kiệu,lt.,animal
jơjỡr,nhọn hoắt,t.,ill
jơk,màu xanh biển,đt.,body
jơkap,dẹp (mỏ vịt,st.,food
jơkap,dẹp mỏ vịt,d.,ill
drŏkăn,cô,d.,body
jơke,lúa xà cơn,cpl.,ill
jơkrêu,lều khều,đ.,animal
jơkêp jơkap,ló đầu ra,lt.,body
jơkũch,cong,t.,ill
kô,cô,d.,time
kôpơ,cô,d.,ill
mŏ,cô,d.,animal
mai,cô,d.,animal
jơleng,mù tịt không hiểu,Th.,ill
jơleng,tối tăm,t.,ill
jơlit,đen xì,dtđv.,time
jơliu,chỉ mới nhọn chỉa,đt.,food
jơliêng,rắn mối,đ.,food
jơliêng,thằn lằn,đ.,animal
jơloh,đâm thọc,thđ.,ill
jơlong,một loại chim,dtr.,place
jơlôih,xinh xắn,đ.,time
jơlăt,cây cà na,d.,animal
jơlơih,thay đổi,đ.,ill
jơlẽch,cây có hạt đỏ cứng ,t.,ill
jơlổm,bị vạ lây,dtđv.,food
jơlỡng,dân tộc phía đông kontum,lt.,place
dơmông,cồ,d.,animal
jơm,lưới bắt dơi,t.,place
tơmông,cồ,d.,ill
jơma,con nhím,dtr.,body
'nhĕt,cỏ,d.,food
jơmai,hạt cườm,dtđv.,body
jơman,ngon,t.,place
hla,cỏ,d.,body
jơmech,dọn dẹp,đ.,time
jơmi,cây giã,lt.,place
jơmlek,đốm trắng,trt.,place
jơmo,hên,t.,body
jơmrăng,cây rừng,thđ.,body
jơmuk,dận,đ.,ill
jơmuk,dận xuống,đt.,food
jơmul,cây trâm,dtr.,body
nhet,cỏ,d.,ill
jơmul,trỉa,đ.,food
jơmông,đá thần,đt.,ill
jơmă,bệnh thấp khớp,lt.,food
jơmăng,ngăm đen,trđt,food
jơnai,thắng,đ.,place
nhăt,cỏ,d.,animal
nhĕt,cỏ,d.,place
ruh,cỏ,d.,time
tơ'bâu,cỏ,d.,ill
'nhet,cỏ,d.,body
jơnang adrol sơ̆,lúc trước,d.,time
angiĕt,cỏ,d.,time
jơne,chiến,đ.,place
jơne tih,thắng,đ.,ill
jơnei,chiến thắng,đ.,food
jơnei,thắng,đ.,animal
jơner,giấc ngủ ngắn,t.,ill
jơner,một phần tư,cpl.,food
jơnet,cây dẻ,lt.,animal
jơng,cứng,t.,time
jơng kro,một loại chim giống bìm bịp,dtđv.,body
jơngit,đầy ắp,t.,ill
angiẽt,cỏ,d.,food
jơngong,tha,đ.,animal
jơngong,vừa đi vừa ăn,đt.,body
jơngoy,dáng người thấp ,đt.,time
jơngêt,màu xanh đậm,dtr.,food
jơngỡm,hung dữ,t.,food
jơni,cha mẹ chồng,dtr.,animal
jơni,cha mẹ vợ ,thđ.,body
jơnin,củ huyết,cpl.,animal
jơnit,dăm bào,đ.,time
jơnoi,ống đựng lúa giống trỉa,lt.,animal
jơnol,đỉnh cao nhất,lt.,ill
jơnu,nước châm,st.,body
angyĕt,cỏ,d.,body
jơnuaih,khôn ngoan,t.,place
jơnuat,joaih,dtđv.,animal
jơnuh,cháy rừng,dtr.,animal
jơnôr,"rượu ghè ""kang"" ",trt.,ill
jơnôt,cây ngành ngạnh xanh,t.,ill
anhet,cỏ,d.,food
anhie`t,cỏ,d.,ill
jơnũk,luật lẹ,lt.,food
jơnŭm,chung,t.,food
jơnŭm,cùng,t.,time
anhiêt,cỏ,d.,time
jơnỡn,ổn định,đ.,body
jơnứh,ức,đ.,ill
anhiĕt,cỏ,d.,food
jơpêl,dây rừng,thđ.,animal
jơpẽt,thoi bóp,dtr.,time
jơro,giơ,đ.,body
jơrông,sâu,t.,animal
jơră,đẩy,đ.,time
jơtăng,căng,đ.,place
jơtăng,nghiên khắc,st.,time
jơu,bói,đ.,place
anhiẽt,cỏ,d.,body
jơvve,một loại ghè,lt.,animal
jơwa,tiếng thác đổ,thđ.,body
jơwat,nghèo,t.,ill
jơwing,ngọn tre,đt.,animal
jơwit,đen,t.,place
jơwoi,chim chèo bẻo,cpl.,food
jơwăn,thần sông,Th.,time
jơxeh,non,t.,body
jơđrăng,daây nịt,st.,food
jơđă,đố,đ.,animal
anhĕt,cỏ,d.,ill
jơ̆p,khắp,t.,ill
'nhăt,cỏ,d.,food
'nhăt ,cỏ,d.,time
sraih,cỏ,d.,place
jơ’năk jơ'nit,nằm co quắp bên nhau,đt.,food
jư,bảo vệ,đ.,animal
jư,giữ,đ.,ill
jưdrơng,cái nhẫn,lt.,place
hơnĭh,cơ,d.,food
par,cơ,d.,time
jưng,chăn,đ.,ill
cơ,cơ,d.,ill
jễ,gần,t.,ill
jồ krong,bói,đ.,ill
jồ krong,chim bói cá,st.,body
jỗ,đếm,đ.,animal
jờl,ngập đầu,đ.,body
kơ,cơ,d.,animal
jỡl,kẹt,đ.,food
'bơ̆r,cổ,d.,body
ako,cổ,d.,food
don,cổ,d.,food
jỡng,hai bàn chân đi,thđ.,time
drog,cổ,d.,animal
jỡng bỗk,hai bán chân đi,dtđv.,place
gret,cổ,d.,time
ka,cao,t.,time
hơ lŏng,cổ,d.,food
ka,nhỉ,trđt.,place
hơ'long,cổ,d.,place
hơko,cổ,d.,food
hơlŏng,cổ,d.,ill
hơmon,cổ,d.,food
kră,cổ,d.,food
tru,cổ,d.,food
tơ kŏi,cổ,d.,time
tơkoi,cổ,d.,animal
tơkŏi,cổ,d.,ill
đon,cổ,d.,food
bưn,cổ,d.,place
kach,gãi,đ.,food
kah,không,trt.,animal
kah,kiến đen ,d.,place
kah,kính trọng,đ.,time
kah,lại,trt.,place
kah,may,đ.,body
kah,ngơi,đ.,ill
kah,nhỉ,trđt.,food
kah,thiên,đ.,ill
kah,ân,đ.,ill
kai,chòe,thđ.,animal
kai,hấu,đ.,time
kai,mắn,đ.,place
kai,người làm cai,st.,time
drong,cổ,d.,body
hơ ko,cổ,d.,time
kaih,khó,t.,ill
kaih,đã,trt.,time
hơlõng,cổ,d.,place
hơro,cổ,d.,food
kam,dọa trả thù,d.,animal
kan,ham,đ.,food
kang,chuẩn bị ,cpl.,animal
kang,cái,dtđv.,animal
kiơng,cổ,d.,place
ko,cổ,d.,ill
kang,không,trt.,place
so,cổ,d.,ill
kang dŭr,hàng rào bảo vệ ,cpl.,food
sơtôk,cổ,d.,food
kang kưt,chòi,đ.,place
kơdrư̆ng tih grông kơjung,cổ,d.,time
kap,nhai,đ.,food
long kơdrưng,cổ,d.,place
kat,gặt,đ.,ill
tơdrong kră sơ̆,cổ,d.,time
kat,rung,đ.,time
et ot,cọ,d.,place
ke,kè,đ.,animal
kech,người tàu,st.,animal
kech koch,nhột,đ.,time
chrah,cọ,d.,ill
keh,con sơn dương,trt.,place
lĭ,cọ,d.,body
keh,hoàn,đ.,ill
keh,làm xong,đ.,ill
keh,mà chỉ,thđ.,place
hla kơ,cờ,d.,body
keh,xong,đ.,animal
kei,nhắm,đ.,place
kei brel,một loại ghè,cpl.,body
kei dei,thần mặt trời,đt.,time
kel,nữa,trđt.,body
kel,suýt,trt.,time
kem,bệnh thấp khớp,dtr.,ill
kơ,cờ,d.,animal
ken,choai choai,t.,animal
ken,nho,đ.,animal
ken,nhỏ,t.,body
hlakơ,cờ,d.,ill
srôh,cờ,d.,ill
kơ,cỡ,d.,place
dui,cộ,d.,time
tui,cộ,d.,place
keng,xô đẩy bằng vai,cpl.,place
hao,cộ,d.,time
jang,cộ,d.,body
kep,kẹp,đ.,animal
kep,ép,đ.,place
ket,bóp cổ,đ.,food
ket,chật hẹp,t.,animal
ket,cấu,đ.,food
ket,hẹp,t.,animal
ket,ngắt,đ.,time
kha,một loại ghè,cpl.,time
kha,người dân tộc kha,thđ.,body
khach,cá có mùi tanh,trđt,ill
drakan'ie,cô bé,d.,body
khaih,hú,đ.,food
khal,hiếm,t.,body
kham,khám,đ.,place
khan,bảo,đ.,food
khan,chỉ sự phàn nàn,d.,ill
khan,nói,đ.,body
khan,thể,đ.,food
khan,âm thanh rõ,Th.,place
khang,úa,đ.,body
khat hat kơ soang,đoàn văn công,dtr.,place
khe kho,đổi ý bất thường,d.,animal
khech,đủ,t.,time
'lơ̆p drŏ kăn,cô bé,d.,place
drŏ răm lơ̆p,cô bé,d.,animal
druă,cỏ gấu,d.,place
khei,đâng kon,Th.,place
ja,cỏ gianh,d.,ill
hla ja,cỏ gianh,d.,food
duch pơ tho,cô giáo,d.,animal
duch pơtho,cô giáo,d.,place
pơgĕ,cơ hội,d.,animal
kơ kuan,cơ quan,d.,time
khel,tách,đ.,animal
khen,khèn,đ.,body
kheo,một loại ghè,st.,place
khep,cái kẹp để gắp sắt,dtđv.,animal
khep,kẹp để gắp sắt,st.,time
kher,có vị the,thđ.,place
khet,khét,t.,ill
khet,nồng,t.,time
khet,túng,t.,ill
kheŭ,cẩn,đ.,time
kheŭ,khéo léo,t.,ill
kheŭ,lành,đ.,time
