tay,viet
Lục đang Bứa ngau vì bấu đảy pây liêu,Con đang chán ngán vì không được đi chơi
"Bjoóc phông Bưởng xảng, mjạc lai","Hoa nở bên cạnh, đẹp lắm"
"P’o pú Cà rình lai, slon lăng bấu đảy","Ông cụ thật thà lắm, dạy gì cũng không được"
Tua Cải cộp nẩy là ma hay là slưa?,Con vật to đùng này là chó hay là hổ?
Me Cai cuổn fiệc rườn t’eo đây chu đáo,Mẹ quán xuyến việc nhà rất chu đáo
"Dú chang sluôn mì lai Cài rặm, pải cẩn thận","Ở trong vườn có nhiều rơm rặm, phải cẩn thận"
P’o pác Cái có một câu tuyện hẩư lục eng tinh,Bố dựng một câu chuyện cho trẻ con nghe
"Te phuối Càn sliểm, bấu ái hăn","Nó nói xiên xỏ, không ai muốn gặp"
"Cần nẩy phuối Cảng mjay cả vằn, bấu nghỉ","Người này nói lái cả ngày, không nghỉ"
"Mác ỏi Cáo hết, chin van lai","Mía cạo hết, ăn ngọt lắm"
"Te Cảo nảo khỏi, pện khỏi bấu phuối","Nó quấy quả tôi, nhưng tôi không nói"
Mác Cát nục xoi au pây hang keng,Rau cải bẹ quăn mang đi nấu canh
"Te Càu càu mà, khẩy sắp p’át","Nó run cầm cập về, ốm sắp phát"
Cần Cáy cạc đang bơi chang ao,Con nòng nọc cóc đang bơi trong ao
Slửa Căm kiêm p’o cằm rại cúa te,Áo kiêng kỵ câu nói xấu của nó
"Pjạ Cằm toọc lai, bấu cón lăng","Dao dứt khoát lắm, không còn gì"
Vài đang Cặm coóc khảu pha,Trâu đang chống sừng vào vách
"Slửa Cặn lai, nung bấu đảy","Áo bằng bấy, mặc không được"
Lục đang Cắp kẻ pây liêu,Con đang bắt con cuốn chiếu đi chơi
"Mác Cắt lai, au pây dặc slửa","Nước lạnh lắm, mang đi giặt áo"
Lục slao Cẩn cản mà dương po,Cô gái thoăn thoắt về thăm bố
Co mạy Cây ngăm là một vị thuốc,Cây ngăm ngăm đen là một vị thuốc
Dú chang sluôn mì lai Cầy kép mọc,Ở trong vườn có nhiều cây gầu mọc
"P’o me Cậy lục lai, pện te bấu tinh","Bố mẹ dựa vào con lắm, nhưng nó không nghe"
Bjoóc phông Chà nhát hết cả sluôn,Hoa nở thô ráp hết cả vườn
"Lục slao Chả loóc pền khẩy, bấu ái pây háng","Cô gái giả vờ ốm, không muốn đi chợ"
"Te Cham chái hết fiệc, bấu cẩn thận","Nó qua loa làm việc, không cẩn thận"
Khỏi pải Chám au cái rườn nẩy,Tôi phải chiếm giữ cái nhà này
T’iểng chan đĩa chang bữa khảu,Tiếng đĩa trong bữa cơm
"Cần Chạn mjạt, hết lăng bấu xong","Người lười nhác, làm gì cũng không xong"
"Te chang lếch, hết fiệc đây lai","Nó là thợ rèn, làm việc giỏi lắm"
P’o pú đang chao kiết tình pi noọng,Ông cụ đang giao kết tình anh em
Te phuối tuyện Cháo chượng lai,Nó nói chuyện nuôi dạy nhiều
"Bjoóc phông Chap khảu slửa, đây mjạc","Hoa nở xác vào áo, đẹp lắm"
"Fiệc nẩy Chạp chạ lai, pải hết lại","Việc này lẫn lộn lắm, phải làm lại"
T’iểng lẩu Chát chát chang đám cưới,Tiếng rượu chan chát trong đám cưới
"P’o pú Chàu mì, pện dú đây khiêm tốn","Ông cụ giàu có, nhưng ở rất khiêm tốn"
"Cần Châư fù, bấu nẳm xa","Người nông nổi, không nghĩ xa"
"Lục Chậư chọ po me, là fiệc đây","Con cái hầu hạ bố mẹ, là việc tốt"
"Te che khỏi, pện khỏi bấu tức","Nó chê tôi, nhưng tôi không tức"
P’o pú đang cheng đin vạ hàng xóm,Ông cụ đang tranh giành đất với hàng xóm
Nặm Chếp tót au pây p’o ai?,Nước đau thương mang đi cho ai?
"Bjoóc mận Chết hết, bấu còn","Hoa mận bảy hết, không còn"
Cần chí au pây tổm cháo,Người mang thịt đi nấu cháo
Au chỉa mà viết thư hẩư po,Lấy giấy mà viết thư cho bố
Slửa Chiếc nẩy đảy tắm p’o vải đây,Miếng vải này được dệt từ vải tốt
P’o me Chiết pẻng hẩư lục chin,Bố mẹ thèm bánh cho con ăn
"Cần chìm lông, bấu ai hăn","Người nhổ lông, không ai thấy"
"Cần nẩy chó mòn lai, bấu hết fiệc đảy","Người này mòn mỏi lắm, không làm việc được"
Nặm chó chó lồng t’eo khe,Nước tong tong chảy xuống theo khe
"P’o pác Choác hết lẹo, bấu pải lo","Bố mới đầu làm rồi, không phải lo"
"Te Choán khảu pá, đỏ dú","Nó chui rúc vào rừng, trốn ở đó"
"Slưa choang pắt tua vài, chin hết","Hổ chồm bắt con trâu, ăn hết"
P’o pác Choóc lẩu mời khéc,Bố lấy chén rượu mời khách
Cần choi po me hết fiệc,Người giúp bố mẹ làm việc
"Cần chóm lục eng, hẩư te nòn","Người ru con, cho nó ngủ"
Cái Chon nẩy au pây lợp rườn,Cái rui này mang đi lợp nhà
"P’o pác chòn khảu hòm, pắt nu","Bố luồn vào hòm, bắt chuột"
"Cần Chon tha, bấu ngòi đảy","Người lồi mắt, không nhìn được"
Lục chỏn chin mác đây,Con sóc ăn quả ngon
Cái Choong nẩy đánh vang lai,Cái trống nhỏ này đánh vang lắm
Au Choòng mà t’ẳng cúa,Lấy bàn mà để đồ
P’o pú đang Choỏng khẩu,Ông cụ đang giã gạo
Cái Choóng nẩy au pây t’ẳng sléc,Cái hòm nhỏ này mang đi để sách
Lục đang Chốc chếc dú chang rườn,Con đang đầy ụ ở trong nhà
Cần Chồm ngòi cái rườn mấư,Người xem ngắm cái nhà mới
Lục eng đang Chổm cốp,Trẻ con đang vồ ếch
P’o me Chổng chảng hết fiệc,Bố mẹ chịu đựng làm việc
Cái áo nẩy Chột hết lẹo,Cái áo này trật hết rồi
"P’o pú Chởm khỏi, pện khỏi bấu vùi","Ông cụ nói bóng gió tôi, nhưng tôi không vui"
"Co hu nẩy to lai, slung quá","Cây hu này to lắm, cao quá"
"Boong ta Hù rèng, hết fiệc đây","Chúng ta hợp sức, làm việc tốt"
"Cần Hua bau lai, bấu pải liêu cùng","Người nghịch ngợm lắm, không nên chơi cùng"
Nặm Hua coóc au pây tổm cháo,Nước gạo dặt mang đi nấu cháo
"Te Càu càu mà, khẩy sắp p’át lẹo","Nó run cầm cập về, ốm sắp phát"
Cần Cang mà pây dú chang đông,Con vượn mang đi ở trong rừng
"Cần Chó ché lai, phuối lăng bấu ai hí","Người bi bô lắm, nói gì không ai hiểu"
Cần Chon nẩy au pây lợp rườn,Cái rui này mang đi lợp nhà
Khỏi nắt chin phjắc,Tôi thích ăn rau
Mầư hết lăng dú nẩy?,Bạn đang làm gì ở đây?
Pú khỏi tằng náo tứn chạu,Ông tôi thường thức dậy sớm
Rườn cúa noọng dú xẩư bản,Nhà của em ở gần bản
Te đang slon hết fiệc rườn,Nó đang học làm việc nhà
Bại cần dú que khỏi đây lai,Mọi người ở quê tôi rất tốt
Pí lùa slon noọng tắm phải,Chị dâu dạy em dệt vải
Me au khẩu mẩy pây khai,Mẹ mang cơm cháy đi bán
Hôm nay trời nắng đẹp,Vằn nẩy fạ đét đây
Bản boong lầu mì lai co mạy,Làng của chúng tôi có nhiều cây cối
Khỏi cẩn pây háng dự cúa,Tôi cần đi chợ mua đồ
Pí Na đang hung khẩu,Chị Na đang nấu cơm
Lục đếch đang fặn dú noọc,Trẻ con đang chơi ở ngoài sân
Bảc mì lai kinh nghiệm hết nà,Bác có nhiều kinh nghiệm làm ruộng
Tua ma đang chực rườn,Con chó đang trông nhà
Khỏi ái tinh then,Tôi thích nghe hát then
Noọng slao nẩy đây lai,Cô gái này xinh quá
Hôm qua trời mưa to,Vằn ngoà phôn to
Pí chài đang tảy nai hết fiệc,Anh trai đang chăm chỉ làm việc
Rườn khỏi mì nâng cúa đây,Nhà tôi có một cái giếng nước trong
Khỏi bấu chắc te hết lăng,Tôi không biết nó đang làm gì
Bản lầu dú quây que,Làng mình ở xa quê
Me khỏi tằng náo lân tuyện cáu,Mẹ tôi thường kể chuyện cổ tích
Khỏi đang slon phuối Tày,Tôi đang học nói tiếng Tày
Tua mèo đang nòn tềnh ghế,Con mèo đang nằm trên ghế
Vằn nẩy khỏi hăn đang nái,Hôm nay tôi cảm thấy mệt mỏi
Pí ái chin mác lăng?,Anh thích ăn quả gì?
Khỏi nắt chin mác mị,Tôi thích ăn mít
Me đang hưa noọng slon bài,Mẹ đang giúp em học bài
Rườn khỏi dú xảng ta,Nhà tôi ở bên sông
Pí chài đang pây tông,Anh trai đang đi làm đồng
Noọng đang tắm slửa,Em đang giặt quần áo
Khỏi ái mừa que,Tôi muốn về quê
Vằn nẩy mì hội bản,Hôm nay có lễ hội làng
Bại cần pây hội dung lai,Mọi người đi hội rất vui
Tiểng trống coỏng khửn,Tiếng trống vang lên
Slao báo lỉn còn,Trai gái chơi tung còn
Me đang chắp xặp cúa chin,Mẹ đang chuẩn bị đồ ăn
Pú đang uốn mạy pjeo,Ông đang uốn tre
Bảc đang slan sloóc,Bác đang đan lát
Pù khau slung lai,Núi cao quá
Đét tằng pây mồm lai,Nắng chiều rất oi
Tông nà sluc vàng,Cánh đồng lúa chín vàng
Co mạy đang oóc bjoóc,Cây đang ra hoa
Khỏi đang ngòi fạ,Tôi đang ngắm bầu trời
Khỏi nắt ngòi sao tằng cừn,Tôi thích ngắm sao ban đêm
Rườn khỏi mì sluôn phjắc,Nhà tôi có vườn rau
Me năm lai thình phjắc,Mẹ trồng nhiều loại rau
Noọng đang hưa me hung hang,Em đang giúp mẹ nấu ăn
Khẩu tằng căm đây lai,Bữa cơm tối ngon quá
Po lân tuyện vằn xưa,Bố kể chuyện ngày xưa
Me hảy hưa khỏi slon bài,Mẹ dạy tôi học bài
Khỏi ái pây liêu đuổi pằng dạu,Tôi muốn đi chơi với bạn bè
Rườn tường cúa khỏi dú xẩư bản,Trường học của tôi ở gần bản
Khỏi pây slon bặng xe đạp,Tôi đi học bằng xe đạp
Tàng pây slon đây lai,Con đường đi học rất đẹp
Khỏi mì lai pằng dạu đây,Tôi có nhiều bạn tốt
Boong khỏi luôn hưa pang căn,Chúng tôi luôn giúp đỡ nhau
Tằng náo slon bài đây,Phải luôn học bài tốt
Pả slon khen khỏi,Cô giáo khen tôi
Khỏi hăn dung lai,Tôi cảm thấy rất vui
"Ngài oóc lỉn, khỏi lỉn đá cầu","Giờ ra chơi, tôi chơi đá cầu"
Boong khỏi lỉn dung lai,Chúng tôi chơi rất vui vẻ
"Slon xong, khỏi mừa rườn","Học xong, tôi về nhà"
Me đang chực khỏi,Mẹ đang đợi tôi
Khỏi hưa me hết fiệc rườn,Tôi giúp mẹ làm việc nhà
"Tằng căm, sluổn rườn tò xày chin khẩu","Buổi tối, cả nhà cùng ăn cơm"
Po lân lai tuyện hí,Bố kể nhiều chuyện vui
Khỏi nắt tinh po lân tuyện,Tôi thích nghe bố kể chuyện
"Tằng căm, khỏi đoc slư","Buổi tối, tôi đọc sách"
Slư mì lai cúa đây,Sách có nhiều điều hay
Khỏi ái bản que cúa khỏi,Tôi yêu làng quê của mình
Bản que cúa khỏi im lìm,Làng quê của tôi rất yên bình
Bại cần chang bản đây lai,Mọi người trong làng rất tốt
Boong te hưa căn lai,Họ giúp đỡ nhau rất nhiều
Khỏi nắt pây liêu tông nà,Tôi thích đi chơi ngoài đồng
Tông nà quảng lai,Cánh đồng rộng mênh mông
"Mùa hạ, khẩu sluc vàng","Mùa hè, lúa chín vàng"
Lồm hung qua co khẩu,Gió thổi qua cây lúa
Tồng cạ nâng bức tranh đây,Giống như một bức tranh đẹp
Khỏi ái pây áp ta,Tôi thích đi tắm sông
Nặm ta mát lai,Nước sông mát lắm
"Mùa hè, khỏi luôn pây áp ta","Mùa hè, tôi thường đi tắm sông"
Noọng chài khỏi tố pây đuổi,Em trai tôi cũng đi cùng
Boong khỏi lỉn dung lai,Chúng tôi chơi rất vui
Bản khỏi mì nâng co đa cải,Làng tôi có một cây đa to
Co đa dú hua bản,Cây đa ở đầu làng
"Hạ co đa, boong khỏi luôn lỉn","Dưới gốc đa, chúng tôi thường chơi đùa"
"Tằng căm, boong khỏi ngòi tinh tuyện","Buổi tối, chúng tôi ngồi nghe kể chuyện"
Tuyên cáu đây lai,Truyện cổ tích rất hay
Khỏi chứ mãi bại tuyện tỉ,Tôi nhớ mãi những câu chuyện đó
Bản que cúa khỏi đang pền đai,Làng quê của tôi đang thay đổi
Lục đếch pây slon đông lai,Trẻ em đi học đông hơn
Khỏi ngầư bản que khửn cải,Tôi mong làng quê phát triển
Tọ nhằng chướng cái đây,Nhưng vẫn giữ được nét đẹp truyền thống
Khỏi luôn nhớ về bản que,Tôi sẽ luôn nhớ về quê hương
Ti nẩy le lảc cúa khỏi,Nơi đây là cội nguồn của tôi
Pây hâư khỏi tố chứ bản,Đi đâu tôi cũng nhớ làng
"Mùa xuân mà, bjoóc nở","Mùa xuân về, hoa nở"
Fạ đây lai,Thời tiết rất đẹp
Nộc roọng vang vang,Chim hót líu lo
Boong te khai tầu vụ mấư,Họ bắt đầu vụ mới
Mùa xuân hưa slim huôn,Mùa xuân làm lòng người phơi phới
Mùa hè fạ mồm,Mùa hè trời nóng
Cần pây áp ta sle mát,Phải đi tắm sông cho mát
Tông nà sluc vàng,Đồng lúa chín vàng
Hom khẩu mấư hom lai,Mùi lúa mới thơm quá
Mùa slau fạ kheo,Mùa thu trời trong xanh
Đét ón lai,Nắng dịu lắm
Bâư mạy vàng tốc,Lá cây vàng rơi
Mùa đông fạ đảng,Mùa đông trời lạnh
Cần nung slửa ún,Phải mặc áo ấm
Khỏi nắt năng xảng fầy,Tôi thích ngồi bên bếp lửa
"Lồm pây nẩư, pây đó?","Gió đi đâu, về đâu?"
"Mây pây nẩư, pây đó?","Mây bay đi đâu, về đâu?"
"Ta pây nẩư, pây đó?","Sông chảy đi đâu, về đâu?"
"Cần pây nẩư, pây đó?","Con người đi đâu, về đâu?"
"Pí ơi, pây hâư á?","Anh ơi, đi đâu đấy?"
Chài pây háng,Anh đi chợ
Noọng mì pây bấu?,Em có đi không?
"Dạ, noọng mì pây","Dạ, em có đi"
Pện lỏ pây đuổi chài nớ,Vậy đi cùng anh nhé
"Chư á, noọng pjom bái pí","Vâng ạ, em cảm ơn anh"
Bản lầu dú quây que,Làng mình ở xa
Cần bản hết nà,Người làng làm ruộng
Tua vài hưa thây,Con trâu giúp cày
Me liệng cáy,Mẹ nuôi gà
Po pây tức pja,Bố đi câu cá
Noọng slon slư,Em học chữ
Pí hết fiệc rườn,Chị làm việc nhà
Sluổn rườn im lìm,Gia đình êm ấm
Bản que đây lai,Làng quê đẹp lắm
"Fạ slung, đin quảng","Trời cao, đất rộng"
"Pù đông, ta loong","Núi rừng, sông suối"
Bjoóc phông lai màu,Hoa nở nhiều màu
Khỏi ái que khỏi,Tôi yêu quê tôi
Pí Liên lo?,Chị Liên à?
Noọng Lan đó,Em Lan đấy
Pí mà liêu á?,Chị đến chơi à?
"Chư, pí mà dương noọng","Ừ, chị đến thăm em"
Noọng lèng chầy mo?,Em có khỏe không?
Noọng nhằng lèng chầy,Em vẫn khỏe
Pí khảu rườn mà,Chị vào nhà đi
Rườn noọng đây lai,Nhà em đẹp quá
Pjom bái pí,Em cảm ơn chị
Năng nẩy uống nặm nớ,Ngồi đây uống nước nhé
Khỏi mà liêu,Tôi đến chơi
Mầng dú rườn mo?,Bạn có ở nhà không?
Khỏi dú rườn,Tôi ở nhà
Khảu mà nớ,Vào đây đi
Năng đây uống nặm,Ngồi đây uống nước
Khỏi ái pây liêu,Tôi muốn đi chơi
Khỏi mì pây,Tôi có đi
Pện lỏ pây đuổi khỏi,Vậy đi cùng tôi
"Chư, pây lố","Vâng, đi thôi"
Fạ đét lai,Trời nắng quá
Au chúp mà đội,Lấy nón mà đội
Phôn to lai,Mưa to quá
Năng chang rườn dè,Ngồi trong nhà đi
Dú đây mát lai,Ở đây mát lắm
Rườn mì lai lồm,Nhà có nhiều gió
"Pí ơi, noọng khát","Anh ơi, em đói"
Chin khẩu dè noọng,Ăn cơm đi em
Khẩu đây lai,Cơm ngon lắm
Chin them nâng pát,Ăn thêm một bát
Khỏi ím lẹo,Tôi no rồi
Noọng chin đây lai,Em ăn ngon miệng
"Chài ơi, pây hâư á?","Anh ơi, đi đâu thế?"
Noọng pây háng,Em đi chợ
Chài pây đuổi mo?,Anh đi cùng không?
