tay,viet
Chin tốc pjoong le pây,ăn nửa chừng thì đi
hết tốc pjoong tả sle,làm nửa chừng rồi bỏ lại
Tốc sloé,"hoảng hốt, hãi hùng"
Te lao tốc sloé,nó sợ hãi hùng
Tốc tắm,"phía dưới, hơi thấp"
Rườn dú tốc tắm,nhà ở chỗ hơi thấp
Tốc tẩư,"ở dưới, lệch dưới"
Dú tốc tẩư,ở chỗ thấp hơn
tốc tẩư cần,"chịu kém người ta, nhường nhịn"
Tốc thắn,thành bậc
Tông nà tốc thắn,cánh đồng bậc thang
Tộc,tặc
tộc lịn,tặc lưỡi
Tộc,giật
tộc cái thau,giật sợi dây
tộc phjôm,giật tóc
Tộc,xòe
Tộc éc,"thái quá, thô bạo"
hang phjắc au cưa lồng tộc éc,rau xào cho muối nhiều thái quá
Hết tộc éc,làm thô bạo
Tộc éc,dỗi
Phuối tộc éc,nói dỗi
Tộc rèng,sức khỏe
Tộc rèng,công sức
Bấu sliết tộc rèng,không tiếc công sức
Tôi,pja tôi
Tôi,đôi
tôi thú,đôi đũa
tôi cáy,đôi gà
Tối,đổi
tối mấư,đổi mới
tối chèn lé,đổi tiền lẻ
Tối,thay
tối slửa,thay áo
Tối táp,truyền
tơi po tối táp thâng tơi lục,đời cha truyền đến đời con
Tối táp,thay đổi
nghé rườn nẩy tối táp quá kỉ tơi chủa,ngôi nhà này thay đổi mấy đời chủ
Tội,đội
tội tềng hua,đội trên đầu
Tội,trồi
Mảy tội đin khửn,măng trồi đất lên
Tội,tội
Pền tội,"nên tội, bị tội"
Tôm,đất
tôm đeng,đất đỏ
tôm nà tòa cằn,đất ruộng be bờ ruộng
Tôm ấc ma,"đất sét trắng, đất cao lanh"
Tôm bông,đất xốp
Tôm đăm,đất đen
Tôm đeng,"đất đỏ, đất sét"
Tôm mục,đất bụi
Tôm ra,đất bùn
Tổm,nấu
tổm mu,nấu cám lợn
tổm nặm,nấu nước
Tổm,luộc
tổm pẻng hó,luộc bánh chưng
Tổm,sắc
tổm da,sắc thuốc
Phjắc tổm pú,rau luộc
tổm pú nựa mu,luộc thịt lợn
Tốm,đổ
Rườn tốm,nhà đổ
lị sluôn tốm,bờ rào vườn đổ
Tốm phá,phá
đếch tốm phá thiêng hen vài,trẻ con phá lều chăn trâu
slấc tốm phá bản,giặc phá làng bản
Tốm đang,sẩy thai
Tốm tác,"đổ nát, tan tành"
Bản con tốm tác,làng bản đổ nát
Hăn cần tồn,nghe người ta đồn
Cần tồn pi nẩy bjoóc tào khai bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Tổn,Tốn
tổn kỉ lai tố đảy,tốn bao nhiêu cũng được
tông rườn,rầm nhà sàn
Tông bá,chông bá
Tông can,mùa đông khô ráo
Tông cạy,trông cậy
tông cạy khảu lục lan,trông cậy vào con cháu
Tông chí,đông chí
Hết tồng,làm bạn thân
Tồng giống,giống
Nả lục tồng giống nả mẹ,mặt con giống mặt mẹ
"slíp cần tồng giống nả, hả cần tồng giống ten","mười người giống mặt, năm người trùng tên"
Tồng giống,như
Noọng nung slửa tồng giống pí,em mặc áo như chị
Tồng cạ,ví như
Slao báo rập riều tồng cạ bỉ tom bjoóc bươn xuân,gái trai dập dìu như là bướm vờn hoa mùa xuân
Pây tông,đi làm đồng
tông nà,đồng ruộng
Tổng,trống
Tổng,đống
tổng khẩu,đống lúa
tổng slứt phà,đống chăn màn
Tổng,tẹp phai
Tộng,đũng
tộng khóa,đũng quần
Tộng,chọc thủng
tộng cái mạy peo,chọc thông cây nứa
tộng piếng pha,đục thủng bức liếp
Tộng,"sắp, giở chứng"
tộng phôn,sắp mưa
tộng thai,giở chứng muốn chết
Tốp,vỗ
tốp mừ,vỗ tay
"cáy slam pày tốp píc chẳng khăn, tua cần slam pày dằng chẳng phuối","con gà ba lần vỗ cánh mới gáy, con người ba lần cân nhắc mới nói"
Tốp,gõ
tốp tu,gõ cửa
Tốp,chép
tốp pác,chép miệng
Tơ tơ,tơ
Tợ tàng,dở dang
điếp căn tợ tàng,tình yêu dở dang
TơI,đời
tơi cần,đời người
Puộn tơi,suốt đời
Tơi ké,đời xưa
tuyện tơi ké,"truyện đời xưa, truyện cổ tích"
Tơn mjúp,mịn màng
bưa pẻng tải tơn mjúp,bột bánh dợm mịn màng
Tu,cửa
Khay tu,mở cửa
tu sluổm,cửa buồng
Tu,kẽ hở
khẻo khay tu,răng thưa
Tu ảng,cổng
Tu rườn,nhà cửa
Tu rườn,gia đình
Chướng chắp tu rườn,chăm lo gia đình
Hổm tù,đội mũ
Mạc xiêm tú,cái thuổng mòn
tua cần,con người
tua ma,con chó
tua đếch,đứa trẻ
Tua của,con vật
sluổn mọi tua của fạ slinh mà tua hâu tố mì ích hẩu lầu,"mọi con vật trời sinh ra, con nào cũng có ích cho ta"
Tuẩy,đuốc
tẻm tuẩy,thắp đuốc
Tuẩy,soi
tuẩy đén,đi săn dùng đèn soi
tui toóc teng,búa đóng đinh
tui mèo chin lặc,đánh mèo ăn vụng
Tui toóc,cái búa đập
tủi nả ấc,túi ngực
Slửa slí tủi,áo bốn túi
Cáng mạy tùm hua,cành cây vướng đầu
Pài rườn tùm căn,mái nhà chạm nhau
Tủm,cái bu
tủm cáy,bu gà
Tủm,lồng
cáy chang tủm tò tót,gà trong lồng mổ nhau
Tum,nhú
Coóc tum,sừng mới nhú
Tum,lộc nhung
Quang coóc tum,nai có lộc nhung
Tum,ỉa đùn
khỉ tum khóa,ỉa đùn ra quần
Tum,đái dầm
Mác túm slổm,quả xổ chua
tơi cần bặng mác túm luây noòng,đời người như quả xổ trôi theo dòng nước lũ
Tung,trong
tung gia,trong nhà
Tạng nguyên chẳng tọn tặp tung gia,trạng nguyên mới dọn dẹp trong nhà
Pây tủng tàng,đi cùng đường bị vấp
Tào bó tủng hin,đào giếng vấp phải đá
Phuối tủng,"nói vấp, bí không nói được"
Hua tủng căn,đụng đầu nhau
tủng chèn,túng tiền
Tủng thiểu,túng thiếu
Túng lụt,đặc sệt
Mỏ chảo túng lụt,nồi cháo đặc sệt
Túng toáng,lủng lẳng
khoen túng toáng pjai mạy,treo lủng lẳng trên ngọn cây
Túng toáng,lang thang
Pây túng toáng,đi lang thang
Túng toáng,bừa bãi
phuối túng toáng,nói bừa bãi
Tuổi,đuổi
tuổi vài mà lang,đuổi trâu về chuồng
tuổi oóc noọc hội,đuổi ra ngoài hội
au mạc tuôn mà cắt cuôn mạy,lấy cái cưa về cắt khúc gỗ
Tuống,vũng
tuống nặm,vũng nước
Tuống,quai
tuống xoỏng,quai thạ
Tuống,xâu
tuống nựa vài,xâu thịt trâu
tuộng thâng,hỏi tới
phi tuộng,ma làm
Tuột,bán buôn
khai tuột,"bán buôn, bán đổ đồng"
Túp,cụp
Xu túp,tai cụp
Tụp,đánh
Bấu đảy tụp đêch,không được đánh trẻ con
"Tụp nặm chếp thâng pja, tụp ma chếp thâng chủa","đánh nước đau đến cá, đánh chó đau đến chủ"
Tụp,đấm
tụp lăng,đấm lưng
Tụp con,đánh đập
Tuyện,"chuyện, truyện"
tuyện tơi ké,truyện cổ tích
Tuyện nả rây nả nà,bàn luận thường ngày
ná đảy hẩu hâu hết tuyện nả rây nả nà,đừng để người ta dùng làm chuyện bàn luận thường ngày
Tư,nhừ
Nựa tư,thịt nhừ
Cọn hẩu đúc tư,đánh cho nhừ xương
Từ,im
pja chẳng từ,cá đứng im
Từ,ngẩn
Te dặng từ lúc nâng,nó đứng ngẩn người một lúc
Tứ,từ
tứ rườn thâng trường,từ nhà đến trường
tứ bươn chiêng thâng bươn lạp,từ tháng giêng đến tháng chạp
tứ chài thâng nhình,từ trai đến gái
Tức,đánh
tức slấc,đánh giặc
tức pja,đánh cá
tức tỏ,đánh bạc
Tức,làm
tức tàng,làm đường
Tức,đẽo
tức mạy,đẽo gỗ
Tức,câu
tức bết,câu cá
Tức,bả
tức da,đánh bả
Tức,bón
tức khún,bón phân
Tức,bỏ
Tức,bật
tức lền,bật dây mực
Tức,tra
tức dầu,tra dầu
Tức,chơi
Tức tẻng,"đấu đá, vòi vĩnh"
tức tẻng au slửa mẫu,vòi vĩnh mua áo mới
Pi noọng tức tẻng căn,anh em đấu đá nhau
Tức thấu,săn bắn
Từn từn,ầm ầm
Fạ roọng từn từn,sấm nổ ầm ầm
Nòn tứn,ngủ dậy
tứn dặng,đứng dậy
Bắp tứn,ngô mọc
Mạy tắc mạy tứn lun,cây gẫy cây mọc chồi
Mừ tứn tâư,tay mọc chai
Mừ tứn póp,tay phồng rộp
Tứn dặng,"đứng dậy, nổi dậy"
Tứn đang,khởi hành
Xoác rung dền tứn đang pây,vừa sáng liền khởi hành đi
Tứn đang,ra đi
tứn đang pây xa chin,ra đi kiếm ăn
Tứn hua,"dẫn đầu, khởi đầu"
Tứn kha,khởi hành
Me lùa tứn mà hung hang,nàng dâu thức dậy nấu nướng
"Tinh cần phuối tuyện slưa, lục đếch nựa tứn to","nghe người ta nói chuyện hổ, trẻ con nổi gai ốc"
Tứng,từng
án tứng cần,đếm từng người
Tưởi,tưới
tưởi phjắc,tưới rau
Tươn,màng
Tươn,hòng
Fiệc nấy dá đảy tươn,việc này đừng có hòng làm
Tượn,ngọt lợ
Nặm van tượn,nước ngọt lợ
Tường,trường
Tưởng,tướng
Chin tua tưởng,ăn con tướng
Cần tỉ hết tưởng,người ấy làm tướng
Tựt,phựt
lền tựt khát,sợi dây phựt đứt
Tựt tựt,giần giật
Tòn tựt tựt,rung giần giật
ù nì,nuông chiều
Bấu pền ù nì lục lai,không nên nuông chiều con cái quá mức
đúc ủ ê,xương đau ê ẩm
ú tẩu,củ ấu tàu
ủ tụ,"thối nát, dốt nát"
ủ tụ,nồng nặc
Coọc mu mên ủ tụ,chuồng lợn thối nồng nặc
ú ú,hu hu
Hảy ú ú,khóc hu hu
ủm,ôm
ủm nhù khun vài,ôm rơm cho trâu ăn
ủm,bế
ủm lục,bế con
ủm,nội
pú ủm,ông nội
mé ủm,bà nội
ún,ấm
Fạ đét ún,trời nắng ấm
Nung slửa ún,mặc áo ấm
ún,nóng
Phjác ún,trán nóng
ún,hâm
ún on,ấm áp
vằn xuân ún on,ngày xuân ấm áp
ún rạt,nóng ran
úm rum,ấm nóng
úm rum,âm ấm
Pừn nặm úm rum,chậu nước âm ấm
úng,"thiu, thối"
Mạy phấy che nặm mên úng,tre ngâm nước mùi thối
Uối,bẩn
Mừ uối,tay bẩn
Uổn,"uốn, nắn"
uổn cái thiến hẩu năn,uốn dây thép cho thẳng
Uổn,"dạy, rèn"
uổn lục pưa nhằng eng,dạy con khi còn nhỏ
Uổn,mập
Ma eng uổn,chó con mập
Uổn ẻo,uốn éo
Uổn ẻo,vặn
uổn ẻo đang,vặn mình
Uổn ẻo,ngoằn ngoèo
Tàng lính uổn ẻo,đường dốc ngoằn ngoèo
Uổn múp,mập mạp
Uốn,bệnh gan bàn chân bị nhiễm trùng
Uốn,nước ăn chân
Kha pền uốn,nước ăn chân
út chùi,đứng lên nào
út chùi nè,hãy đứng lên nào
Teo,quay lại
Teo,lượt
kỉ teo thây,mấy lượt cày
Tèo,"cái, chiếc"
tèo chúp,cái nón
tèo khân,cái khăn
Tèo,mũi
tèo pưn,mũi tên
Tèo,sợi
Tèo,nhảy
tèo khảm kha mương,nhảy qua con mương
tèo lồng xắc lính,nhảy xuống bậc dốc
Tèo tọt,nhảy nhót
Téo,khố
Toỏng téo,đóng khố
Téo,bỏ
téo pây,bỏ đi
Tả téo,bỏ mặc
Tẹp,đuổi
Ma tẹp cáy,chó đuổi gà
tẹp lập căn,đuổi kịp nhau
Tẹp,theo
Slon bấu tẹp đảy cần,học không theo kịp người ta
Tẹp phai,"tống, đuổi"
tẹp phai oóc khói tu,tống ra khỏi cửa
Têm,đầy
"Pết cáy têm cai, vài têm lang","gà vịt đầy sân, trâu đầy chuồng"
Tển,ngắn
lạc mạy tển lạc cần rì,"rễ cây thì ngắn, tình người thì dài"
Tển,đoản
Minh tển,đoản thọ
Tển nhít,ngắn ngủn
Bâu khóa tển nhít,cái quần ngắn ngủn
Tển nhít,ngắn ngủi
Bươn lạp vằn tển nhít,tháng chạp ngày ngắn ngủi
Tềnh,trên
tềnh pù,trên núi
Lăm bên tềnh phạ,diều bay trên trời
Tệnh,"đấm, thụi"
tệnh khảu ấc,thụi và ngực
Tệnh,nhét
tệnh khảu tây,nhét vào túi
Tệnh,chen
tệnh khảu chang pây năng,chen vào giữa mà ngồi
Tha,mắt
tha hăn,mắt thấy
slíp tha đu bấu táy mừ lum,mười nhìn không bằng một sờ tay
tha cuôi,mắt sọt
Tha,"mấu, mắt"
tha mạy phấy,mắt tre
Tha,hoa
tha chăng,hoa mặt cân
Tha bay,mắt sắc
Tha chó,tha quác
hăn chèn lẹ tha đăm,thấy tiền thì lóa mắt
tịnh tuyện bại cần tha khao,nghe chuyện mọi người xanh mắt
Tha lương,vàng mắt
tan nà tha lương lẹo tố bấu lập cần,gặt vàng cả mắt cũng không kịp người ta
Tha mjạp,chớp mắt
Tha nả,mặt mũi
Bấu mì tha nả ngòi cần,không còn mặt mũi nhìn người ta
Tha nả,"danh dự, vinh dự"
Pả mà hết tha nả hẩu khỏi,bác đến làm vinh dự cho tôi
Tha nựa,nước da
tha nựa rung,nước da sáng sủa
Tha pu,mắt cá chân
Tha quác,mắt cáo
cuôi tha quác,sọt đan mắt cáo
Tha toọc,mắt chột
Tha vằn,mặt trời
tha vằn khửn nhọt khau,mặt trời lên đỉnh núi
Thà,thà rằng
thà bấu pây,thà rằng không đi
Thả,đợi
Thá,lứa
Cần tó thá,người cùng lứa
Khỏi tằng te lẹ cần pan thá,tôi với nó là người cùng lứa
Thá,lớp
thá ké,lớp người già
Thác,phjác₂
thai,chết
Khả thai,giết chết
thai,"quá, lắm"
mốc dác thai,đói bụng quá
Thai băt,chết ngạt
Thai chạu,"chết sớm, chết yểu"
Po oóc thai chạu,bố chết sớm
Thai dồng,chết đứng
Thai đang rằm,chết trong khi đang có mang hay ở cữ
Thai đắp,chết tiệt
Thai khuy,chết lụi
Mạy phấy thai khuy,tre chết lụi
Thai nghéng,chết
Thai ngun,chết già
Cần ké thai ngun,người cao tuổi chết già
Thai phi,chết
Thai pjài,chột
Mác ội thai pjài,quả ổi bị thui
Thai ra,chết toi
"Pết, cáy thai ra",vịt gà chết toi
Thai van,"chết oan, bị oan"
Hua đếch pền thài,đầu trẻ bị chốc
Tham,tham
tham lai đai náo,tham quá thường hóa không
Tham cò,"tham lam, lòng tham"
Than,bệnh sởi
Thản,giá
Thản,ban thờ
thán fầy,than lửa
Bó thán,mỏ than
Thán mỉ,than đen
Pông thán mỉ sle cọn lếch,đốt củi lấy than để rèn
Thang,"canh, nước dùng"
Nặm thang pủn,nước canh bún
Thang,người đã chết
thang Bảc slắng boong lầu,bác lúc còn sống dặn chúng ta
Thang,vuốt
thang nhù,vuốt rơm cho nhẵn
thang phjôm,vuốt tóc cho suôn
Thang,chặt
thang cáng mác,chặt tỉa cành cây ăn quả
Thàng,chịu
Nghé phai nẩy thàng nặm bấu quá,cái đập này không chịu nổi sức nước đâu
Thàng,đảm đang
thàng fiệc rườn,đảm đang việc nhà
Tháng,hoành
tháng dảo,hoành vựa thóc
Tháng,bậc thang
tháng đuây,bậc thang
đuây cẩu tháng,thang chín bậc
Thào,chửi
thào hẩu chăn nâng,chửi cho một trận
Thảo,đúc
thảo pác thây,đúc lưỡi cày
Thảo,nôn
thảo nưa,miệng nôn trôn tháo
thảo tẩu,miệng nôn trôn tháo
Thảo,phá
thảo lục,phá thai
Thảo lượt,thổ huyết
Thảo pao,nôn mửa
Thảo pao,đi tả
Tháo,"nhỡ, vừa"
Mò tháo,con bò nhỡ
Tua cáy tháo,con gà nhỡ
Thạo thựt,thành thạo
noọng eng thạo thựt fiệc rườn,em nhỏ thành thạo việc nhà
Thá,xước
thá năng,xước da
Thát,hắt
phôn thát khảu rườn mà,mưa hắt vào nhà
thạt tằng pước,hốc cả vỏ
Thau,dây
thau mằn,dây khoai
thau cát,dây sắn
Thau,cuống
Thau,thu
thau tan,thu hái
thau slặp,thu thập
Tháu,thích mắt
xá cáy ngòi hăn tháu lai a,nhìn đàn gà thấy thích mắt lắm
Tháu,sướng
Cạ bấu tinh men lộm câu hăn tháu,"bảo không nghe, bị ngã tao thấy sướng"
Tháy,"cạo, cắt"
tháy hua,cắt tóc
tháy mum,cạo râu
Tháy,"bé, nhỏ"
Chư slư tháy,chữ viết nhỏ
Thạy thạy,lia lịa
Slam thạy thạy,hỏi lia lịa
Slắng thạy thạy,dặn dò liên tục
Thắc,châu chấu
Thắc,"đeo, mang"
thắc xảng,đeo bên sườn
Pây đông thắc slủng nèm,đi rừng mang súng theo
Thắc thản,châu chấu to
Thắc then,châu chấu
Thắc thúa,cào cào
thẳm thanh pây háng,chuẩn bị đi chợ
Tàng lính tào pền thắn,đường dốc đào thành bậc
Cò mì thắn,cổ có ngấn
Thắp,"tìm, kiếm, lùng"
thắp dự mu,tìm mua lợn
thắp tàng oóc tông,tìm đường ra cánh đồng
thắp sluổn bản,lùng khắp bản
Thắp tháng,tìm tòi
thắp tháng xa bại cằm lượn,tìm tòi những câu hát lượn
Thắt,lê
thắt tứ nhọt pù lồng,lê từ đỉnh núi xuống
Thắt,nhích
thắt khảu xẩu,nhích vào gần
Thân,thân
Thân,"dịch, nhích"
thân oóc noọc pây,dịch ra bên ngoài
Thân,lùi
thân teo,lùi lại
Thân,hoàn lại
khai dá bấu thân teo,bán rồi không hoàn lại
Thân khêm,khâu tỉ mỉ
Thân lăng,giật lùi
Pây thân lăng,đi giật lùi
Thân thói,rút lui
thân thói teo mà,rút lui trở về
Thân thói,tiến thoái
Pây lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Thâng,"đến, tới"
pây thâng ti,đi đến nơi
mà thâng rườn,về đến nhà
Thâng,bằng
ỏi slung thâng hua,mía cao bằng đầu
Thâng bươn,đến tháng ở cữ
Thâng pjục,"mai sau, sau này"
Thâng ti,đến nơi
Thâng ti,đến cùng
Thất,lọc
thất đắng,lọc nước tro
Thất,ngược
tạo thất,đảo ngược
khoen thất,treo ngược
Thất,nói lái
phuối thất,"nói ngược, nói lái"
Thấu,săn
Thẩu,"ông bà, cha mẹ"
Po thẩu,cha đẻ
Thây,cái cày
mạc thây,cái cày
Thây,cày
thây nà,cày ruộng
Thây ké,cày vỡ
Thây phưa,cày bừa
The,sle
Thẻ,thay
Pây thẻ phua,đi thay chồng
Pây thẻ căn,đi thay nhau
Thẻ,cậy
Lục thẻ po mẹ,con cậy bố mẹ
Thẻ,dựa
Lục pjạ khỏ bấu mì ti thẻ,con mồ côi khó khăn không có chỗ dựa
Théc,phéc
đảy them kỉ cân,được thêm mấy cân
pố ỉ them,thêm một tí
bấu tán toọng chếp nhằng hua tót them,không chỉ đau bụng mà còn đau đầu nữa
nhằng mì lăng them,còn có gì nữa
Them a,rồi đấy
Nặm noòng ái khảu nà them a,nước lũ sắp tràn vào ruộng rồi đấy
Them lo,nữa không
nhằng au them lo,còn lấy nữa không
Them lo,cơ mà
hết pện xằng pền them lo,làm thế chưa được cơ à
Them ớ,cơ đấy
Te đạ tào đảy thôm them ớ,nó đã đào được ao cơ đấy
Thém,thềm
thém rườn,thềm nhà
Thém,thèm
thém mác slổm,thèm quả chua
Lục đếch thém pây chồm hội,trẻ em thèm đi xem hội
Then,ong không có mật
Then,Then
Then búa,ong ống
Then lương,ong vàng
Then rằm,ong cám
Thẻn,bát quái
