tay,viet
Khỏi tố pện nẩy Huốt rưng lai,Tôi cũng vậy Rất dễ chịu
Vằn nẩy ngài lăng mầư mì nhằm pây tầư mo?,Chiều nay bạn có định đi đâu không?
Khỏi nhằm pây ti fặn,Tôi định đi công viên
Vằn bặng nẩy pây ti fặn le chăn đây,Thời tiết này đi công viên thì tuyệt
Mầư mì ái pây đuổi mo?,Bạn có muốn đi cùng không?
"Hú, vằn nẩy ngài lăng khỏi nhắng dá","Tiếc quá, chiều nay tôi bận rồi"
"Pện lỏ, slắc lăng chập căn nớ",Vậy hẹn bạn dịp khác nhé
"Pí ơi, khai hẩư noọng gói mì tôm","Chị ơi, bán cho em gói mì tôm"
Hẩư noọng gói Hảo Hảo chua cay,Cho em gói Hảo Hảo chua cay
Nẩy cúa noọng Noọng thư lăng them mo?,Đây của em Em mua gì nữa không?
Hẩư noọng them nâng chai nặm tương,Cho em thêm một chai nước tương
Nặm tương loại nẩy đảy mo?,Nước tương loại này được không?
Nhằng mì lăng them mo noọng?,Còn gì nữa không em?
Hẩư noọng nâng lốc sửa tươi,Cho em một lốc sữa tươi
Sửa mì đương vạ bấu mì đương?,Sữa có đường hay không đường?
Loại mì đương pí nớ,Loại có đường chị nhé
Hết kỉ lai chèn á pí?,Hết bao nhiêu tiền vậy chị?
Cúa noọng láo lúng le slí slíp hả xiên,Của em tất cả là 45 nghìn
Noọng hẩư pí chèn,Em gửi chị tiền
Pí pjom bái,Chị cảm ơn
Vằn pjục mầư đảy váng mo?,Mai cậu rảnh không?
Mì phim mấư đây lai,Có phim mới hay lắm
Phim lăng pện lừ?,Phim gì thế?
Phim hanh động cúa mường Mỹ,Phim hành động của Mỹ
Tinh đây tinh á,Nghe hấp dẫn đấy
Kỉ giờ chiếu pện lỏ?,Mấy giờ chiếu vậy?
Chiếu chết giờ căm,Có suất 7 giờ tối
Đảy đây á Pện lỏ vằn pjục chập căn dú ti rạp nớ,Được đấy Vậy mai gặp nhau ở rạp nhé
Đảy á Khỏi đặt vé tẻo lố,Ok Tớ đặt vé luôn
Pjom bái mầư,Cảm ơn cậu
Lục pây slon mừa dá á?,Con đi học về rồi à?
"Chư á, lục náo mừa","Dạ, con mới về"
Vằn nẩy dú lớp mì lăng hí mo?,Hôm nay ở lớp có gì vui không?
"Chư á, vằn nẩy lục đảy số slíp slon toán","Dạ, hôm nay con được điểm 10 môn Toán"
Đây lai! Pú hăn híu vạ lục,Giỏi lắm! Bố tự hào về con
Pjom bái pú,Con cảm ơn bố
Lục đac xằng lo?,Con đói bụng chưa?
"Chư á, lục đac coỏi á","Dạ, con hơi đói ạ"
Me hung ăn lăng pện lừ pú?,Mẹ nấu món gì thế bố?
Mì ăn pja kho lục nắt lố,Có món cá kho con thích đó
Nắt lai! Lục pây dào mừ tẻo lố,Thích quá! Con đi rửa tay ngay đây
Noọng pây háng mừa dá á?,Em đi chợ về rồi à?
"Chư á, noọng náo mừa","Vâng, em mới về"
Vằn nẩy thư đảy ăn lăng đây mo?,Hôm nay mua được gì ngon không?
Noọng thư đảy nọi nựa mò đây lai,Em mua được ít thịt ba chỉ ngon lắm
Căm vằn nẩy hâu hết ăn nựa kho nớ,Tối nay mình làm món thịt kho tàu nhé
Chăn đây á chài,Ý hay đấy anh
Sle chài pang noọng mjặt phjắc,Để anh phụ em nhặt rau
Pjom bái chài,Cảm ơn anh
Lục dú ti hâư dá noọng?,Con đâu rồi em?
Lục đang fặn dú rườn,Con đang chơi ở phòng khách
Chào bảc Lục mà dương bảc á,Chào bác Cháu đến thăm bác ạ
Bảc pền rừ dá?,Bác thấy trong người thế nào rồi?
Bảc đợ lai dá lục á,Bác đỡ nhiều rồi cháu ạ
Pện lỏ đây lai quá Bảc chứ chin da tằng náo nớ,Vậy thì tốt quá Bác nhớ uống thuốc đều nhé
"Chư, bảc nhằng chin tằng náo","Ừ, bác vẫn uống đều"
Lục mì nọi mác hẩư bảc,Cháu có ít hoa quả biếu bác
Lục hết lai quá Pjom bái lục lai,Cháu bày vẽ quá Cảm ơn cháu nhiều
"Chư, bấu mì lăng au á",Dạ không có gì đâu ạ
Lục dú vạ bảc chin khẩu nớ,Cháu ở lại ăn cơm với bác nhé
"Chư, bấu đảy á, lục mừa á","Dạ thôi ạ, cháu xin phép về"
"Pện lỏ, lục mừa khoái nhằng nớ",Vậy cháu về cẩn thận nhé
Chài Ba ơi!,Anh Ba ơi!
Lăng dế chài Tư?,Gì đấy Tư?
Vàn khỏi bủa nâng coỏi đảy mo?,Cho tôi mượn cái búa một lát được không?
Đảy chư á Chài cẩn dủng hết lăng dế?,Được chứ Anh cần dùng làm gì?
Khỏi cẩn tó teo đinh ti ghế,Tôi cần đóng lại cái đinh ở ghế
"Nẩy, bủa nẩy Khoái nhằng mừ nớ","Đây, búa đây Cẩn thận tay nhé"
Pjom bái chài lai Khỏi dủng xong trả tẻo lố,Cảm ơn anh nhiều Tôi dùng xong trả ngay
Bấu cẩn nau Cứ dủng pây,Không vội đâu Cứ dùng đi
Mầư váng mầư hết lăng?,Bạn thích làm gì vào thời gian rảnh?
Khỏi nắt ngòi slư,Tôi thích đọc sách
Mầư luôn ngòi thình slư lăng?,Bạn hay đọc loại sách gì?
Khỏi nắt ngòi tuyện,Tôi thích đọc truyện trinh thám
Khỏi á le nắt tinh then lượn,Còn tôi thì thích nghe nhạc
Mầư nắt thình then lượn tầư?,Bạn thích thể loại nhạc nào?
Khỏi nắt then lượn,Tôi thích nhạc trẻ Việt Nam
Nắt cúa hâu táng căn nớ,Sở thích của chúng ta khác nhau nhỉ
"Ừ, táng cần nâng nắt","Ừ, mỗi người một ý thích"
Mùa hạ nẩy hâu pây hâư fặn dè,Hè này mình đi đâu chơi đi
Chăn đây á Mầư ái pây biển lụ khửn pù?,Ý hay đấy Bạn muốn đi biển hay lên núi?
Khỏi nắt pây biển hơn,Tớ thích đi biển hơn
Pện lỏ hâu pây Nha Trang nớ?,Vậy mình đi Nha Trang nhé?
Nha Trang đây lai Khỏi dăng,Nha Trang đẹp lắm Tớ đồng ý
Pửa tầư hâu pây đảy?,Khi nào mình đi được?
Lao tố chang bươn chết đảy mo?,Khoảng giữa tháng 7 được không?
Đảy Sle khỏi ngòi vé máy bay,Được Để tớ xem vé máy bay
Hâu nai them Mai pây đuổi sle híu,Mình rủ thêm Mai đi cùng cho vui
Đảy Sle khỏi roọng Mai,Ok Để tớ gọi cho Mai
"Chào a, khỏi ái thư da","Chào cô, tôi muốn mua thuốc"
Khỏi men hua tót vạ đăng vất,Tôi bị đau đầu và sổ mũi
Mì khẩy mo?,Anh có sốt không?
Nẩy le da fát Chài chin vằn sloong dao nớ,Đây là thuốc cảm cúm thông thường Anh uống ngày 2 lần nhé
Chin lăng chin lụ cón chin á?,Uống sau ăn hay trước ăn ạ?
Pjom bái a Hết kỷ lai chèn?,Cảm ơn cô Hết bao nhiêu tiền?
Cúa chài le slam slíp xiên,Của anh là 30 nghìn
Nẩy á,Đây ạ
"A lô, cần tầư lỏ?","A lô, ai đấy ạ?"
Nam đá lo? Khỏi Hùng nẩy,Nam đấy à? Tớ Hùng đây
"À, Hùng á Mì tuyện lăng mo?","À, Hùng à Có chuyện gì không?"
Pài vằn pjục mầư mì váng mo?,Chiều mai cậu có rảnh không?
Pài vằn pjục khỏi mì váng Lăng dế?,Chiều mai tớ rảnh Sao thế?
Pây chin cà phê đuổi khỏi nớ,Đi uống cà phê với tớ nhé
Đảy lỏ Kỷ lai giờ?,Được thôi Mấy giờ?
Lao tố slam giờ pài dú quán ké nớ,Khoảng 3 giờ chiều ở quán cũ nhé
Đảy Coi chập mầư pài vằn pjục,Được Gặp cậu chiều mai
"Ừ, chào mầư","Ừ, chào cậu"
Cà này fiệc lai quá,Dạo này việc nhiều quá
"Ừ, khỏi cung pện nẩy Đửa lai","Ừ, tôi cũng vậy Mệt lắm"
Sếp luôn pjốc them fiệc,Sếp toàn giao thêm việc
Chăn chư á Fiệc hết bấu hết,Đúng vậy thật Việc làm không hết
Khỏi cung pện nẩy Cần đảy ngỉ ngơi,Tôi cũng vậy Cần được nghỉ ngơi
Cuối tuần hâu pây hâư tỉ hết sle huốt rưng dè?,Cuối tuần mình đi đâu đó cho thư giãn đi?
Pây câu pja đảy mo?,Đi câu cá được không?
"A lô, nẩy le háng hết hua lo?","A lô, tiệm tóc phải không ạ?"
Chư á,"Vâng, đúng rồi ạ"
Khỏi ái tặt pửa hết hua,Tôi muốn đặt lịch cắt tóc
Chài ái tặt pửa tầư á?,Anh muốn đặt vào lúc nào ạ?
Pài ca này lao tố sí giờ đảy mo?,Chiều nay khoảng 4 giờ được không?
Đảy á Chài tên lăng?,Dạ được ạ Anh tên là gì?
Khỏi tên Minh,Tôi tên Minh
Chư á chài Minh Coi chập chài lao tố sí giờ pài ca này nớ,Vâng anh Minh Hẹn anh 4 giờ chiều nay nhé
"Noọng ơi, hưa chài nâng fiệc đảy mo?","Em ơi, giúp anh một việc được không?"
"Dạ, chài cẩn noọng hưa lăng á?","Dạ, anh cần em giúp gì ạ?"
Noọng choi chài au tòi nẩy khửn đảy mo?,Em xách hộ anh cái túi này lên gác được không?
Đảy á Tòi nẩy nắc mo chài?,Dạ được ạ Túi này nặng không anh?
Bấu pền lăng á Sle noọng háp hẩư,Không sao đâu ạ Để em xách cho
Pjom bái noọng lai nớ,Cảm ơn em nhiều nhé
"Chư á, bấu mì lăng au á chài","Dạ, không có gì đâu anh"
Căm ngòa mầư mì ngòi tức mo?,Tối qua cậu có xem bóng đá không?
Mì chư á Tức nẩy đây lai,Có chứ Trận đấu hay quá
Hâu tưc đây lai,Đội mình thắng tuyệt vời
Chăn chư á Cần tức đây lai,Công nhận Cầu thủ đá rất tốt
Nghé tốc hang đây cà rình,Quả cuối cùng đẹp thật
"Ừ, bấu đảy slứn đảy","Ừ, không thể tin được"
Sluổn bản híu lai,Cả xóm hò reo vui lắm
"Pí ơi, xe buýt số sip quá lẹo xằng mo á?","Chị ơi, xe buýt số 10 đã qua chưa ạ?"
Te náo pây lẹo đá noọng ơi,Xe đó vừa đi rồi em ơi
"Ôi, tiếc quá Kỷ lai hâng them mì chuyến táng á?","Ôi, tiếc quá Bao lâu nữa có chuyến khác ạ?"
Lao tố sip hả phút them noọng á,Khoảng 15 phút nữa em ạ
"Dạ, noọng pjom bái pí","Dạ, em cảm ơn chị"
Noọng pây hâư mà cẩn pện nẩy?,Em đi đâu mà vội thế?
"Noọng pây slon slư á, láo bấu kịp giờ","Em đi học ạ, sợ muộn giờ"
Dao lăng pây cón hơn ỉ nâng nớ,Lần sau đi sớm hơn chút nhé
Cằm ca này chin ăn lăng dế?,Tối nay ăn gì nhỉ?
Tinh đây lố Hâng lẹo xằng chin,Nghe ngon đấy Lâu rồi chưa ăn
"Ừ, mầư thư them nọi phjắc búa hom","Ừ, cậu mua thêm ít hành lá nữa"
Đảy Nhằng nặm pện lăng?,Ok Còn canh thì sao?
Pện le mì ăn đây lẹo,Vậy là có món ngon rồi
Khỏi mà lả,"Xin lỗi, tôi đến muộn"
Bấu pền lăng á Mầư khảu pây dè,Không sao đâu Bạn vào đi
Tại tàng chắt lai,Tại đường tắc quá
Khỏi rụ á Giờ nẩy tằng náo tàng chắt,Tôi hiểu mà Giờ này hay tắc đường
Tại khỏi mà lả chắng mầư men thả lày,Làm bạn phải đợi lâu
Bấu pền lăng Hâu có nớ,Không sao Chúng ta bắt đầu nhé
Mầư ngòi hăn đửa á?,Bạn trông có vẻ mệt mỏi
"Ừ, khỏi hết fiệc tằng vằn","Ừ, tớ làm việc cả ngày"
Mầư mì cẩn khỏi hưa lăng mo?,Có cần tớ giúp gì không?
Pjom bái mầư Tọ khỏi táng hết đảy,Cảm ơn cậu Nhưng tớ tự làm được
"Hạy cẩn, mầư phuối nớ",Nếu cần cứ nói nhé
Pjom bái mầư lai nớ,Cảm ơn lòng tốt của cậu
Slửa nẩy kỷ lai chèn á pí?,Cái áo này bao nhiêu tiền vậy chị?
Slửa nẩy sloong pác xiên á noọng,Áo này 200 nghìn em ạ
Hòi chèn nọi đảy mo á pí?,Có bớt chút nào không chị?
Hòi chèn hẩư noọng sip xiên nớ,Bớt cho em 10 nghìn nhé
Cúa noọng nè,Của em đây
Mầư hung đây lai quá!,Bạn nấu ăn ngon quá!
Pjom bái mầư Bấu mì lăng au á,Cảm ơn bạn Bạn quá khen rồi
Cà rình Ăn lăng củng đây,Thật mà Món nào cũng ngon
Mầư nắt le khỏi dung lẹo,Bạn thích là tôi vui rồi
Dao lăng tốc hung hẩư khỏi chin nớ,Lần sau lại nấu cho tôi ăn nhé
Pao xình,Chắc chắn rồi
Cà này khỏi tằng náo men chếp,Dạo này tôi hay bị đau lưng
Mầư pây ngòi rừ,Bạn đi khám xem sao
Khỏi cung nhằm pện nẩy,Tôi cũng định vậy
Ná đảy hết fiệc nắc lai nớ,Chắc là làm việc nặng nhiều nhỉ
"Ừ, khỏi dằng hơn","Ừ, tôi nghĩ vậy"
Chứ ngỉ ngơi them,Nhớ nghỉ ngơi thêm
Cằm ca này pây chin đuổi hâu mo?,Tối nay đi ăn với bọn tớ không?
Pjom bái mầư Tọ căm ca này khỏi nhắng lẹo,Cảm ơn cậu Nhưng tối nay tớ bận rồi
Tiếc nỏ Pện le coi chập mầư dao táng,Tiếc nhỉ Vậy hẹn cậu dịp khác
Ừ Boong mầư pây chin dung nớ,Ừ Chúc các cậu đi ăn vui vẻ
Mầư hết fiệc dú tầư lo?,Bạn làm việc ở đâu vậy?
Khỏi hết fiệc dú Công ty phần mềm,Tôi làm việc cho một công ty phần mềm
Fiệc nẩy mì đây mo?,Công việc có thú vị không?
Cung cà ro đây á,Cũng khá thú vị
Mầư dú cặp chầy á?,Bạn ở gần đây à?
Đảy né,Được chứ
Chài nẳng thả ỉ nâng,Anh ngồi đợi một chút
Kỉ lai hâng le xong lỏ chài?,Bao lâu thì xong hả anh?
"Dạ, khỏi ngòi","Vâng, để tôi xem luôn"
Xong dá chài ơi,Xong rồi anh ơi
Cúa chài le nhi slíp xiên,Của anh là 20 nghìn
Bảc dá cảng pện nè Chài pây khoái nhằng lập ngài,Không có gì Anh đi cẩn thận
Te tảy nai slon slư lai nỏ,Cháu nó chăm học lắm em ạ
Pện ló đây lai,Vậy thì tốt quá
Lục báo cúa noọng le xảo lai,Con trai em thì nghịch lắm
"Lục đếch, tua hâư tọ pện nẩy nẹ",Trẻ con đứa nào cũng thế mà
Lục đếch ca này híu chăn,Trẻ con bây giờ giỏi giang thật
"Dạ, nè chèn cúa noọng","Dạ, đây tiền của em"
Chẩu khảu ngòi pền rừ?,Mình vào thử xem sao
Pện lỏ hẩư nâng mỏ lẩu cá nớ,Vậy cho bọn anh một nồi lẩu cá nhé
Mì ái roọng thêm ăn lăng mo?,Anh chị có muốn gọi thêm món gì không?
"Dạ, thả ỉ nâng","Dạ, anh chị đợi một chút"
Men Lan lo?,"Ôi, có phải Lan không?"
Hùng lo? Lai hâng bấu chẩp!,Hùng đấy à? Lâu lắm không gặp!
Chư lố chài dá! Ca này pền rừ?,Đúng là cậu rồi! Dạo này thế nào?
Khỏi nhằng lèng Nhằng chài né? Hăn táng lai,Tớ vẫn khỏe Còn cậu? Trông khác quá
Khỏi tọ nhằng pện nẩy Táng ỉ nâng chả,Tớ cũng bình thường Thay đổi chút thôi
Khỏi pây dự cúa nọi,Tớ đi mua ít đồ
Pao xình dá,Nhất định rồi
Tứ tơi mưa,Từ đời xưa
Hết kin,Làm ăn
Đăm khẩu,Cấy lúa
rây,Nương rẫy
xé mạy,xẻ gỗ
tó choòng,đóng bàn ghế
hết puôn,buôn bán
hết da,làm thầy thuốc
Chướng truyền,Lưu truyền
Cọn lếch,Rèn
Slan sloóc,Đan lát
Hết ngoạ,Làm ngói
Ái slưởng,"toan, muốn, định"
"Hết nà dá tả rẩy, liệng cáy dá tả mu","Biết làm ruộng lại biết làm rẫy, biết nuôi gà lại biết nuôi lợn"
slan phjóc,đan lát
hết rèo kiểu khai dự,làm theo kinh tế thị trường
Po cá mầng ái slưởng hẩư mầng pây slon hết slấy da them lá,Bố mày định cho mày đi học làm thầy thuốc cơ mà
Mi slưởng hết lăng?,Mi định làm gì
Slưởng cạ pây slon tọ thi bấu đảy,Định là đi học nhưng thi không đạt
Tỉnh hăn,Nghe thấy
Pác lai,Hơn trăm
Tẳm vằn cón,Từ ngày trước
Toọc pò chài,Chỉ mỗi nam giới
lai ngần lai và,được nhiều tiền lắm hay sao?
mẹ cầu,phụ nữ con mọn
mjày,đổi nhau
Lai mẻ nhình,Nhiều người phụ nữ
Thư kèm,Cầm kìm
Tọt pế,Kéo bễ lò
xẻ pe,Kéo bễ lò
Tằng rườn cọn lếch,Cả nhà làm thợ rèn
"Nhằng ón, nhằng lèng, nhằng hết đảy","còn trẻ, còn khoẻ, cong làm được"
xoòng hà,gần
xoòng hà,sấp sỉ
mọn chin bâư,tằm ăn lá
lằm lạo,cuốn thuốc lá
Phắc pjạ lon ca slóc ca slách lặm lăng,Tiếng bao dao kêu lách ca lách cách sau lưng
Chúp khoen phjắc pjạ kho bại mẻ nhình củng ăn thi ăn tốp phụp tốp phạp,Nón đeo vào bao quắm sau lưng phụ nữ cùng đập thì đập thụp
